date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2026-04-17;19:16:10;Executed;"SCALkQeoTSrzcJv";"Circle Internet Group Long 86,17 $ Turbo Open End HSBC";Security;Buy;DE000HM4DP58;100;1,74;-174,00;0,99;0,00;EUR
2026-04-17;16:18:03;Executed;"SCALXhTZGh4PTaC";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Sell;BRPETRACNPR6;407,082662;7,36;2.996,12839232;0,00;138,15;EUR
2026-04-16;16:26:31;Executed;"SCALXVY59q65vCR";"ASML Holding Long 974,82 € Turbo Open End HSBC";Security;Buy;DE000HM0ZQF8;70;2,39;-167,30;0,99;0,00;EUR
2026-04-16;16:25:24;Executed;"SCALf4iLgfpkvmb";"Lumentum Holdings Long 735,41 $ Turbo Open End HSBC";Security;Sell;DE000HM43KE6;100;1,50;150,00;0,99;6,17;EUR
2026-04-16;08:00:09;Executed;"SCALSvhPSaDNfFq";"Strategy Long 116,68 $ Turbo Open End HSBC";Security;Buy;DE000HM43BD7;70;2,51;-175,70;0,99;0,00;EUR
2026-04-16;02:00:00;Executed;"533271_peaa4fChmSyeXtJHDJp71N";"L&G Global Quality Dividends (Dist)";Cash;Distribution;IE0005AJA0P1;;;5,04;0,00;1,23;EUR
2026-04-15;18:44:47;Executed;"SCALhq4S5nx6ASw";"Strategy Long 129,73 $ Turbo Open End HSBC";Security;Sell;DE000HM4H4U3;150;0,95;142,50;0,99;4,07;EUR
2026-04-15;14:17:24;Executed;"SCAL3hcvBeANSev";"Lumentum Holdings Long 735,26 $ Turbo Open End HSBC";Security;Buy;DE000HM43KE6;100;1,26;-126,00;0,99;0,00;EUR
2026-04-15;14:15:22;Executed;"SCALv7Rf74kPgmK";"Coinbase Global A Long 138,82 Turbo Open End BNP";Security;Sell;DE000BY2MR97;50;4,06;203,00;0,99;15,12;EUR
2026-04-15;02:00:00;Executed;"MHEJABFIHVW5ZBTC";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2026-04-14;20:50:57;Executed;"SCALiXVJqzCrb49";"Strategy Long 129,70 $ Turbo Open End HSBC";Security;Buy;DE000HM4H4U3;150;0,84;-126,00;0,99;0,00;EUR
2026-04-14;20:12:12;Executed;"SCALBxAusEKHYc2";"Circle Internet Group Short 124,81 $ Turbo Open End HSBC";Security;Sell;DE000HM3Y8Z3;100;1,85;185,00;0,99;7,57;EUR
2026-04-14;16:39:57;Executed;"SCALa88oh4zRrXC";"Circle Internet Group Short 124,81 $ Turbo Open End HSBC";Security;Buy;DE000HM3Y8Z3;100;1,56;-156,00;0,99;0,00;EUR
2026-04-14;12:49:41;Executed;"SCAL6Q3LsFg7uEt";"Rheinmetall Long Factor BNP";Security;Sell;DE000PC5RHM1;40;3,34;133,60;0,99;3,36;EUR
2026-04-13;11:19:30;Executed;"SCALaGk4sej9yPc";"SoFi Technologies";Security;Savings plan;US83406F1021;1,459002;13,708;-19,999999416;0,00;0,00;EUR
2026-04-10;14:56:13;Executed;"SCALQRmktVCSPMd";"Coinbase Global A Long 138,67 Turbo Open End BNP";Security;Buy;DE000BY2MR97;50;2,94;-147,00;0,99;0,00;EUR
2026-04-10;13:14:01;Executed;"SCALDzy8bpgrpxc";"Rheinmetall Long Factor BNP";Security;Buy;DE000PC5RHM1;40;2,99;-119,60;0,99;0,00;EUR
2026-04-10;02:00:00;Executed;"DECTC6RZAJQJZ19X1MMNA6";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-04-09;17:12:19;Cancelled;"SCALNcGEwguApvt";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-04-08;20:25:04;Cancelled;"SCALeEMiYnvxr22";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-04-07;11:57:32;Executed;"SCALUhNwhurZSYU";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;2,529404;7,907;-19,999997428;0,00;0,00;EUR
2026-04-07;11:46:32;Executed;"SCALfKKa1HXrm2M";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,613423;12,396;-19,999991508;0,00;0,00;EUR
2026-04-07;11:36:20;Executed;"SCALnatHdz1834B";"L&G Global Quality Dividends (Dist)";Security;Savings plan;IE0005AJA0P1;2,21582;9,026;-19,99999132;0,00;0,00;EUR
2026-04-02;02:00:00;Executed;"VDPPK88ZWC7BZEHYSCZNJM";"Scalable Capital Broker 3x Sparplan";Cash;Deposit;;;;60,00;0,00;;EUR
2026-04-01;02:00:00;Executed;"723aa5f9-00e3-45e9-9952-1d54f8a5be13";;Cash;Interest;;;;-90,62;0,00;0,00;EUR
2026-03-31;21:16:07;Executed;"SCALa1LahCe3VHK";"L&G Global Quality Dividends (Dist)";Security;Buy;IE0005AJA0P1;200;8,946;-1.789,20;0,00;0,00;EUR
2026-03-27;16:00:39;Executed;"SCALSt17Jgoktjq";"Robinhood Markets A Long 5x Factor GS";Security;Sell;DE000GG1LWR8;150;0,267;40,05;0,99;-5,68;EUR
2026-03-27;15:47:28;Executed;"SCALkfD6psYujGb";"Coinbase Global A Long Factor BNP";Security;Sell;DE000PJ0ZKU5;1.000;0,03;30,00;0,99;-10,07;EUR
2026-03-27;15:11:38;Executed;"SCALKtkZq9Mq8vS";"Rheinmetall Long 1.181,48 Turbo Open End BNP";Security;Sell;DE000PG0NVE5;50;2,18;109,00;0,99;-14,14;EUR
2026-03-27;01:00:00;Executed;"515593_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,69;0,00;0,27;EUR
2026-03-27;01:00:00;Executed;"515587_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;1,37;0,00;0,54;EUR
2026-03-26;12:53:20;Cancelled;"SCAL9HVbU6XfAcy";"Rio Tinto PLC";Security;Buy;GB0007188757;0;0,00;0,00;0,00;0,00;EUR
2026-03-26;12:52:34;Cancelled;"SCALBH9is7kKiXr";"Rio Tinto PLC";Security;Buy;GB0007188757;0;0,00;0,00;0,00;0,00;EUR
2026-03-26;12:49:38;Executed;"SCALSb5UKzdohvZ";"Rio Tinto PLC";Security;Buy;GB0007188757;10;73,77;-737,70;0,00;0,00;EUR
2026-03-26;12:48:41;Executed;"SCAL16ZDtP7ht1Q";"Rio Tinto PLC";Security;Buy;GB0007188757;15;73,79;-1.106,85;0,00;0,00;EUR
2026-03-26;12:48:13;Executed;"SCALHGRieNoqvb2";"Rio Tinto PLC";Security;Buy;GB0007188757;20;73,79;-1.475,80;0,00;0,00;EUR
2026-03-26;12:47:08;Executed;"SCALxgYVx3bT8KP";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Sell;DE0006289309;165;23,225;3.832,125;0,00;-11,22;EUR
2026-03-26;01:00:00;Executed;"505690_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,03;0,00;0,02;EUR
2026-03-26;01:00:00;Executed;"b52e0c5f04b44876b536b9";"Refer a Friend Bonus";Cash;Deposit;;;;25,00;0,00;;EUR
2026-03-25;08:11:11;Executed;"SCAL7z3YtmZLWoo";"Rheinmetall Long 1.181,03 Turbo Open End BNP";Security;Buy;DE000PG0NVE5;50;3,15;-157,50;0,99;0,00;EUR
2026-03-25;08:06:58;Cancelled;"SCALLni548ujYsA";"Circle Internet Group Long 87,15 Turbo Open End BNP";Security;Buy;DE000PK83TA8;0;0,00;0,00;0,00;0,00;EUR
2026-03-25;01:00:00;Executed;"505692_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,02;0,00;0,01;EUR
2026-03-24;17:31:40;Executed;"SCAL4LyonkqTAvZ";"Robinhood Markets A Long 5x Factor GS";Security;Buy;DE000GG1LWR8;150;0,389;-58,35;0,99;0,00;EUR
2026-03-24;17:02:46;Executed;"SCAL8svNDQEq577";"Coinbase Global A Long Factor BNP";Security;Buy;DE000PJ0ZKU5;1.000;0,064;-64,00;0,99;0,00;EUR
2026-03-23;01:00:00;Executed;"475624_peaa4fChmSyeXtJHDJp71N";"L&G Global Quality Dividends (Dist)";Cash;Distribution;IE0005AJA0P1;;;0,18;0,00;0,04;EUR
2026-03-20;15:14:54;Cancelled;"SCALa4pJv26w8va";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-03-19;09:52:08;Executed;"SCALimscnYsyCsY";"Deutsche Rohstoff AG";Security;Sell;DE000A0XYG76;12;84,40;1.012,80;0,00;-11,09;EUR
2026-03-18;11:58:39;Executed;"SCALv8AQsbV9BtU";"NN Group";Security;Buy;NL0010773842;8;68,44;-547,52;0,00;0,00;EUR
2026-03-18;11:54:02;Executed;"SCALBbMJeGDV4sQ";"NN Group";Security;Buy;NL0010773842;15;68,48;-1.027,20;0,00;0,00;EUR
2026-03-16;21:53:20;Executed;"SCALHguyb12SgoE";"Nu Holdings A";Security;Buy;KYG6683N1034;50;12,41;-620,50;0,00;0,00;EUR
2026-03-16;21:49:27;Executed;"SCALrzciHkzvKBp";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;25;23,58;-589,50;0,00;0,00;EUR
2026-03-16;21:48:59;Executed;"SCALnRheWrctd32";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;50;23,58;-1.179,00;0,00;0,00;EUR
2026-03-16;21:48:38;Cancelled;"SCAL7tKcRxJsTnE";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;0;0,00;0,00;0,00;0,00;EUR
2026-03-16;21:47:51;Cancelled;"SCALGEqXRjDxVbY";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;0;0,00;0,00;0,00;0,00;EUR
2026-03-16;21:45:57;Executed;"SCALoG6UvSnLm5J";"iShares EURO STOXX Banks 30-15 (Dist)";Security;Buy;DE0006289309;90;23,565;-2.120,85;0,00;0,00;EUR
2026-03-16;21:11:52;Executed;"SCAL3RgkBM4KYXC";"Cloudflare A";Security;Sell;US18915M1071;27;179,66;4.850,82;0,00;224,80;EUR
2026-03-16;01:00:00;Executed;"MVZJHDTQ1VXXJBOG";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2026-03-13;14:26:16;Executed;"SCALXbS6QE5eqvw";"Deutsche Rohstoff AG";Security;Buy;DE000A0XYG76;12;87,70;-1.052,40;0,00;0,00;EUR
2026-03-13;11:24:01;Executed;"SCALP1rMS4QhQor";"SoFi Technologies";Security;Savings plan;US83406F1021;1,278445;15,644;-19,99999358;0,00;0,00;EUR
2026-03-12;01:00:00;Executed;"DM6REOJAPY26FKNK5RZAJB";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-03-10;09:41:42;Executed;"SCALziq2GR7HqHX";"NN Group";Security;Buy;NL0010773842;15;66,82;-1.002,30;0,00;0,00;EUR
2026-03-09;20:09:13;Executed;"SCAL8vJ1RovMGrE";"Rio Tinto PLC";Security;Buy;GB0007188757;13;77,22;-1.003,86;0,00;0,00;EUR
2026-03-09;12:15:30;Executed;"SCALyLUhnmFt2MB";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;2,857142;7,00;-19,999994;0,00;0,00;EUR
2026-03-06;07:39:05;Executed;"SCALzWpJRfvYZvM";"Rio Tinto PLC";Security;Buy;GB0007188757;35;78,50;-2.747,50;0,00;0,00;EUR
2026-03-06;01:00:00;Executed;"DMA5W3XYUH5YPZ1CAAKXJK";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-03-04;11:35:56;Executed;"SCALBVoUYECQFEj";"L&G Global Quality Dividends UCITS ETF - USD Distributing ETF";Security;Savings plan;IE0005AJA0P1;2,175095;9,195;-19,999998525;0,00;0,00;EUR
2026-03-04;11:18:01;Executed;"SCALZeLkZZQCFdk";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,56617;12,77;-19,9999909;0,00;0,00;EUR
2026-03-04;01:00:00;Executed;"467426_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,04;0,00;0,01;EUR
2026-03-04;01:00:00;Executed;"89GV2YLD1133VJLVWNNSFG";"Scalable Capital Broker Auszahlung";Cash;Withdrawal;;;;-1.000,00;0,00;;EUR
2026-03-03;10:59:52;Cancelled;"SCALavQf1Y8aXaK";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-03-03;01:00:00;Executed;"EAJRBKFQWYEPKC59QEMRDG";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2026-03-02;07:28:03;Cancelled;"SCALb1X116ZGpne";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-03-02;01:00:00;Executed;"377461_peaa4fChmSyeXtJHDJp71N";"Siemens Energy";Cash;Distribution;DE000ENER6Y0;;;18,14;0,00;7,06;EUR
2026-03-01;01:00:00;Executed;"460927_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,04;0,00;0,01;EUR
2026-02-27;16:26:21;Executed;"SCALwBo24Rnowmp";"L&G Global Quality Dividends UCITS ETF - USD Distributing ETF";Security;Buy;IE0005AJA0P1;5;9,38;-46,90;0,99;0,00;EUR
2026-02-27;16:24:28;Executed;"SCAL7EB244tYQcq";"VanEck Quantum Computing (Acc)";Security;Sell;IE0007Y8Y157;0,639072;21,11;13,49080992;0,99;-0,25;EUR
2026-02-27;08:58:11;Executed;"SCALAsCXxpBbQJX";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Buy;BRPETRACNPR6;155;6,474;-1.003,47;0,00;0,00;EUR
2026-02-27;06:45:00;Cancelled;"SCALVfofpC4qGCs";"Siemens Energy";Security;Sell;DE000ENER6Y0;0;0,00;0,00;0,00;0,00;EUR
2026-02-27;01:00:00;Executed;"260227-NQ5RTK6ZHHGPIB5ZEJ9SWQ";"SOC";Cash;Deposit;;;;1.000,00;0,00;;EUR
2026-02-25;16:05:42;Cancelled;"SCALzNveyNNtVp4";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-02-25;16:05:01;Cancelled;"SCALVCZ3hvm2yuC";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-02-25;12:40:28;Cancelled;"SCALPREHwiQEUZu";"Siemens Energy";Security;Sell;DE000ENER6Y0;0;0,00;0,00;0,00;0,00;EUR
2026-02-25;09:23:01;Cancelled;"SCAL34jUbnMCJYC";"Siemens Energy";Security;Sell;DE000ENER6Y0;0;0,00;0,00;0,00;0,00;EUR
2026-02-24;01:00:00;Executed;"345048_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;1,85;0,00;0,72;EUR
2026-02-23;16:27:36;Cancelled;"SCALZc1M65Yz5C3";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-02-20;17:25:38;Cancelled;"SCALA6VLmkquLi8";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-02-20;07:49:31;Cancelled;"SCAL6oj6xdEEoAk";"Siemens Energy";Security;Sell;DE000ENER6Y0;0;0,00;0,00;0,00;0,00;EUR
2026-02-20;01:43:03;Cancelled;"SCAL4BQ2A3xA8Zm";"Lumentum Holdings";Security;Sell;US55024U1097;0;0,00;0,00;0,00;0,00;EUR
2026-02-16;01:00:00;Executed;"3FIGOBSFT4GELDIQ";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2026-02-13;11:48:01;Executed;"SCALgWxzNs28oEM";"SoFi Technologies";Security;Savings plan;US83406F1021;1,231223;16,244;-19,999986412;0,00;0,00;EUR
2026-02-12;01:00:00;Executed;"AAMWAFRQMZWDATHCJUHK5F";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-02-09;11:29:01;Executed;"SCALTn15YJ5H53a";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;3,39847;5,885;-19,99999595;0,00;0,00;EUR
2026-02-09;10:44:27;Executed;"SCALH9BPkvYiBSa";"SoFi Technologies";Security;Buy;US83406F1021;7;18,42;-128,94;0,99;0,00;EUR
2026-02-09;10:43:47;Executed;"SCALBHYKX9izrud";"VanEck Quantum Computing (Acc)";Security;Sell;IE0007Y8Y157;6;21,27;127,62;0,99;-0,01;EUR
2026-02-06;01:00:00;Executed;"NYKSMKDDI6GDL2BUZIYIQU";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-02-04;11:43:34;Executed;"SCALG3ZYU6FkEBi";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;0,930882;21,485;-19,99999977;0,00;0,00;EUR
2026-02-04;11:19:31;Executed;"SCALAHLdBJ1oZqB";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,296512;15,426;-19,999994112;0,00;0,00;EUR
2026-02-04;01:00:00;Executed;"JQ9MNFQMJY6ELEBUVYYQE8";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2026-02-03;15:54:10;Executed;"SCAL2iNpaMfRpTT";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Buy;BRPETRACNPR6;50;6,015;-300,75;0,00;0,00;EUR
2026-02-03;15:50:41;Executed;"SCALdFrUBeGUZ7r";"Lumentum Holdings";Security;Buy;US55024U1097;2;379,40;-758,80;0,00;0,00;EUR
2026-02-01;01:00:00;Executed;"260131-VCBZDW2HHDDAZDSCO27PCQ";"PBS";Cash;Deposit;;;;1.000,00;0,00;;EUR
2026-01-29;21:47:17;Executed;"SCALeGbDAneoMAD";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Buy;BRPETRACNPR6;150;6,094;-914,10;0,00;0,00;EUR
2026-01-29;21:46:31;Executed;"SCALhebUv7RU7XN";"Cloudflare A";Security;Buy;US18915M1071;27;149,92;-4.047,84;0,00;0,00;EUR
2026-01-29;21:45:14;Executed;"SCALidw5i1VTWfV";"Amazon.com";Security;Sell;US0231351067;25;201,50;5.037,50;0,00;-66,47;EUR
2026-01-24;01:00:00;Executed;"359709_peaa4fChmSyeXtJHDJp71N";"Vorabpauschale: VanEck ETF-Quantum Computing (IE0007Y8Y157)";Cash;Taxes;;;;-0,07;0,00;;EUR
2026-01-23;11:01:38;Executed;"SCALvCZNKZ2yB54";"Lumentum Holdings";Security;Buy;US55024U1097;1;301,10;-301,10;0,00;0,00;EUR
2026-01-23;10:42:32;Executed;"SCALzuns6KN4mzs";"Chipotle Mexican Grill";Security;Sell;US1696561059;1;34,34;34,34;0,99;1,34;EUR
2026-01-23;01:00:00;Executed;"SWITCH-101-peaa4fChmSyeXtJHDJp71N-VvB5pc-EUR-TAX_RETURN-RKN";"Transfer Baader Bank";Cash;Deposit;;;;22,94;0,00;;EUR
2026-01-22;11:49:41;Executed;"SCALyFhs6d3aTtU";"Lumentum Holdings";Security;Buy;US55024U1097;5;319,60;-1.598,00;0,00;0,00;EUR
2026-01-22;11:49:07;Executed;"SCALJMzWhBja3GQ";"Robinhood Markets A";Security;Sell;US7707001027;17;91,87;1.561,79;0,00;-59,42;EUR
2026-01-22;01:00:00;Executed;"260122-9HDQWYSVEQPBOBBLRKRAAM";"+broker";Cash;Deposit;;;;5,00;0,00;;EUR
2026-01-16;01:00:00;Executed;"6XEXTNLISA6YABBO";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2026-01-13;11:43:00;Executed;"SCAL4TnhfZBwogR";"SoFi Technologies";Security;Savings plan;US83406F1021;0,871649;22,945;-19,999986305;0,00;0,00;EUR
2026-01-12;01:00:00;Executed;"8CGGGATFTT839KALLGQR4H";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-01-09;12:09:46;Executed;"SCALDPQo1YyvHza";"Amazon.com";Security;Buy;US0231351067;25;211,00;-5.275,00;0,00;0,00;EUR
2026-01-09;12:08:38;Executed;"SCALmRfceAq5Amc";"Rheinmetall";Security;Sell;DE0007030009;3;1.871,50;5.614,50;0,00;168,04;EUR
2026-01-07;12:03:31;Executed;"SCALmvWLzvEWq8d";"Petrobras - Petroleo Brasileiro SA Vz.";Security;Savings plan;BRPETRACNPR6;4,054738;4,9325;-19,999995185;0,00;0,00;EUR
2026-01-06;01:00:00;Executed;"WTUT3L8X2JQT6JXFNRGUUK";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;20,00;0,00;;EUR
2026-01-05;11:32:01;Executed;"SCALsaBCnwZZ9Zg";"Nu Holdings A";Security;Savings plan;KYG6683N1034;1,359989;14,706;-19,999998234;0,00;0,00;EUR
2026-01-05;11:25:34;Executed;"SCALF6wVQuPaVZr";"VanEck Quantum Computing (Acc)";Security;Savings plan;IE0007Y8Y157;0,907441;22,04;-19,99999964;0,00;0,00;EUR
2026-01-02;13:15:20;Executed;"SCALpdTaYa6MbQq";"Siemens Energy";Security;Buy;DE000ENER6Y0;8;121,45;-971,60;0,00;0,00;EUR
2026-01-02;01:00:00;Executed;"260102-NDBYPVQA1AHPB9FK8OTBH8";"SOC";Cash;Deposit;;;;1.000,00;0,00;;EUR
2026-01-02;01:00:00;Executed;"ZX236CIO12PZKKLTACC7O";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;40,00;0,00;;EUR
2026-01-01;01:00:00;Executed;"576ff2c9-4ecd-4c85-ad78-ac4120d778e1";;Cash;Interest;;;;0,04;0,00;0,02;EUR
2026-01-01;01:00:00;Executed;"cd933f7b-bad4-43f7-b638-be2f8e634251";;Cash;Interest;;;;-17,75;0,00;0,00;EUR
2025-12-31;01:00:00;Executed;"333650_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,17;0,00;0,06;EUR
2025-12-31;01:00:00;Executed;"333652_peaa4fChmSyeXtJHDJp71N";"Petrobras - Petroleo Brasileiro SA Vz.";Cash;Distribution;BRPETRACNPR6;;;0,10;0,00;0,01;EUR
2025-12-29;15:46:28;Executed;"SCALVkt4kHYwsdP";"Robinhood Markets A";Security;Buy;US7707001027;5;100,40;-502,00;0,00;0,00;EUR
2025-12-28;01:00:00;Executed;"251228-UCMAFF7E68QUL1RHKLIGHB";"sclbl";Cash;Deposit;;;;600,00;0,00;;EUR
